id,subject,predicate,object,source,confidence,score,is_sr
355,academic/wiki/papers/D012-2017-octa-kagome,核心创新点,二聚体—二聚体关联dimer-dimer correlation,raw-not-distributed/D012-2017-octa-kagome/wiki.md#semantic,可追溯,,0
356,academic/wiki/papers/D012-2017-octa-kagome,核心创新点,自旋—自旋关联spin-spin correlation,raw-not-distributed/D012-2017-octa-kagome/wiki.md#semantic,可追溯,,0
357,academic/wiki/papers/D012-2017-octa-kagome,核心创新点,手性—手性关联chiral-chiral correlation,raw-not-distributed/D012-2017-octa-kagome/wiki.md#semantic,可追溯,,0
358,academic/wiki/papers/D012-2017-octa-kagome,核心创新点,Wilson比Wilson ratio,raw-not-distributed/D012-2017-octa-kagome/wiki.md#semantic,可追溯,,0
359,academic/wiki/papers/D012-2017-octa-kagome,核心创新点,比热线性行为linear specific heat,raw-not-distributed/D012-2017-octa-kagome/wiki.md#semantic,可追溯,,0
360,无限投影纠缠对态,结合,NCD,raw-not-distributed/D012-2017-octa-kagome/wiki.md#semantic,可追溯,,0
361,识别出无隙费米型代数量子自旋液体,包含,液体,raw-not-distributed/D012-2017-octa-kagome/paper.md,推断,,0
362,识别出无隙费米型代数量子自旋液体,包含,量子自旋液体,raw-not-distributed/D012-2017-octa-kagome/paper.md,推断,,0
363,确定价键固体相与量子自旋液体之间的量子相变,包含,KT,raw-not-distributed/D012-2017-octa-kagome/paper.md,推断,,0
364,确定价键固体相与量子自旋液体之间的量子相变,包含,液体,raw-not-distributed/D012-2017-octa-kagome/paper.md,推断,,0
365,确定价键固体相与量子自旋液体之间的量子相变,包含,量子自旋液体,raw-not-distributed/D012-2017-octa-kagome/paper.md,推断,,0
366,费米型代数量子自旋液体fermionic algebraic quantum spin liquid,包含,液体,raw-not-distributed/D012-2017-octa-kagome/paper.md,推断,,0
367,费米型代数量子自旋液体fermionic algebraic quantum spin liquid,包含,量子自旋液体,raw-not-distributed/D012-2017-octa-kagome/paper.md,推断,,0
377,academic/wiki/papers/D013-2017-criticality-tn-2d,来源,academic/raw/references/D013-2017-criticality-tn-2d/paper,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,可追溯,,0
378,academic/wiki/papers/D013-2017-criticality-tn-2d,发表于,Phys. Rev. B,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
379,Shi-Ju Ran,第一作者,academic/wiki/papers/D013-2017-criticality-tn-2d,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
380,Cheng Peng,作者,academic/wiki/papers/D013-2017-criticality-tn-2d,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
381,Wei Li,作者,academic/wiki/papers/D013-2017-criticality-tn-2d,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
382,Maciej Lewenstein,作者,academic/wiki/papers/D013-2017-criticality-tn-2d,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
383,Gang Su,作者,academic/wiki/papers/D013-2017-criticality-tn-2d,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
384,academic/wiki/papers/D013-2017-criticality-tn-2d,核心方法,无限投影纠缠对态边界理论,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
385,academic/wiki/papers/D013-2017-criticality-tn-2d,核心创新点,通过边界态纠缠谱行为表征二维量子态临界性,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
386,academic/wiki/papers/D013-2017-criticality-tn-2d,核心创新点,用一维共形场论中心荷刻画二维临界性,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
387,academic/wiki/papers/D013-2017-criticality-tn-2d,核心方法,纠缠谱随键维演化判据,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
388,academic/wiki/papers/D013-2017-criticality-tn-2d,研究基础,二维量子多体系统,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
389,academic/wiki/papers/D013-2017-criticality-tn-2d,研究基础,无限投影纠缠对态,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
390,academic/wiki/papers/D013-2017-criticality-tn-2d,研究基础,边界态纠缠谱,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
391,academic/wiki/papers/D013-2017-criticality-tn-2d,研究基础,一维共形场论中心荷,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
392,academic/wiki/papers/D013-2017-criticality-tn-2d,应用于,扭曲格点,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
393,academic/wiki/papers/D013-2017-criticality-tn-2d,应用于,honeycomb,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
394,academic/wiki/papers/D013-2017-criticality-tn-2d,应用于,格子模型基态,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
395,academic/wiki/papers/D013-2017-criticality-tn-2d,对比方法,量子蒙特卡洛方法,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
396,academic/wiki/papers/D013-2017-criticality-tn-2d,对比方法,DMRG,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
397,academic/wiki/papers/D013-2017-criticality-tn-2d,局限性,二维下张量网络优化与物理量提取仍十分困难,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
398,academic/wiki/papers/D013-2017-criticality-tn-2d,局限性,标准变分张量网络方法在刻画二维临界基态时面临困难,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
399,academic/wiki/papers/D013-2017-criticality-tn-2d,未来展望,推广至其他iPEPS如string-net与手性iPEPS,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
400,academic/wiki/papers/D013-2017-criticality-tn-2d,未来展望,与张量乘积密度算符算法结合用于有限温度相变研究,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
401,无限投影纠缠对态,基于,张量网络,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
402,NN-RVB,属于,二维量子自旋液体,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
403,格子模型基态,属于,格子自旋模型,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
404,纠缠熵,对比,纠缠谱,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
405,纠缠谱entanglement spectrum,基于,Schmidt分解,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
406,共形场论中心荷,刻画,二维临界性,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
407,无限投影纠缠对态边界理论,基于,一维边界态有效哈密顿量,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
408,NN-RVB,应用于,扭曲格点,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
409,NN-RVB,应用于,honeycomb格子,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
410,无限投影纠缠对态,扩展,MPS,raw-not-distributed/D013-2017-criticality-tn-2d/wiki.md#semantic,可追溯,,0
411,纠缠谱随键维演化判据,包含,纠缠谱,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
412,边界态纠缠谱,包含,纠缠谱,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
413,honeycomb,包含,honeycomb格子,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
414,格子模型基态,包含,honeycomb格子,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
415,格子自旋模型,包含,honeycomb格子,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
416,纠缠谱entanglement spectrum,包含,纠缠谱,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
417,通过边界态纠缠谱行为表征二维量子态临界性,包含,边界态纠缠谱,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
418,通过边界态纠缠谱行为表征二维量子态临界性,包含,边界态,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
419,用一维共形场论中心荷刻画二维临界性,包含,一维共形场论中心荷,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
420,二维下张量网络优化与物理量提取仍十分困难,包含,张量网络,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
421,标准变分张量网络方法在刻画二维临界基态时面临困难,包含,张量网络,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
422,与张量乘积密度算符算法结合用于有限温度相变研究,包含,KT,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
423,与张量乘积密度算符算法结合用于有限温度相变研究,包含,TPDO,raw-not-distributed/D013-2017-criticality-tn-2d/paper.md,推断,,0
430,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,来源,academic/raw/references/D014-2017-fewbody-qes-ground-states/paper,raw-not-distributed/D014-2017-fewbody-qes-ground-states/paper.md,可追溯,,0
431,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,发表于,Phys. Rev. B,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
432,Shi-Ju Ran,第一作者,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
433,Angelo Piga,作者,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
434,Cheng Peng,作者,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
435,Gang Su,作者,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
436,Maciej Lewenstein,作者,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
437,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心方法,初始优化原理张量网络方法,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
438,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心创新点,把无限多体系统编码为嵌入纠缠浴的少体模型,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
439,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心方法,边界张量边界张量,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
440,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心创新点,用少体哈密顿量复现热力学极限体物理量,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
441,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,研究基础,横向伊辛模型横场伊辛模型,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
442,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,研究基础,蜂窝格子蜂窝格子,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
443,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,研究基础,简单立方格子简单立方格子,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
444,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,对比方法,精确对角化精确对角化,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
445,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,对比方法,DMRG,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
446,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,对比方法,DFT,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
447,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心创新点,无符号问题处理阻挫与费米子模型,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
448,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心创新点,给出少体哈密顿量实验可实现形式,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
449,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心创新点,纠缠浴纠缠浴,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
450,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心方法,贝特近似贝特近似,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
451,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,研究基础,量子相变量子相变,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
452,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,研究基础,临界指数临界指数,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
453,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,研究基础,磁化磁化,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
454,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,研究基础,纠缠熵纠缠熵,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
455,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,研究基础,关联长度关联长度,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
456,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心创新点,量子器件设计中利用少体系统调控多体性质,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
457,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,未来展望,推广到四维及以上维度,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
458,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,未来展望,应用于阻挫与费米子模型,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
459,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,未来展望,通过合成规范场与合成维度实现高自旋浴,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
460,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,应用于,冷原子实验冷原子实验,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
461,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,应用于,囚禁离子实验囚禁离子实验,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
462,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心创新点,物理-浴相互作用物理-浴相互作用(physical-bath interaction),raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
463,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,核心创新点,SU(2)对称性下浴自旋成为更高总角动量SU(2)自旋,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
464,academic/wiki/papers/D014-2017-fewbody-qes-ground-states,对比方法,张量网络算法张量网络算法,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
465,横向伊辛模型横场伊辛模型,属于,量子自旋模型量子自旋模型,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
466,初始优化原理张量网络方法,对比,矩阵乘积态方法矩阵乘积态方法,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
467,纠缠浴纠缠浴,结合,少体模型少体模型,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
468,贝特近似贝特近似,结合,初始优化原理张量网络方法,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
469,横向伊辛模型横场伊辛模型,应用于,蜂窝格子蜂窝格子,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
470,横向伊辛模型横场伊辛模型,应用于,简单立方格子简单立方格子,raw-not-distributed/D014-2017-fewbody-qes-ground-states/wiki.md#semantic,可追溯,,0
471,把无限多体系统编码为嵌入纠缠浴的少体模型,包含,纠缠浴,raw-not-distributed/D014-2017-fewbody-qes-ground-states/paper.md,推断,,0
472,纠缠浴纠缠浴,包含,纠缠浴,raw-not-distributed/D014-2017-fewbody-qes-ground-states/paper.md,推断,,0
491,academic/wiki/papers/D015-2017-cruezphysrevx7031057,来源,academic/raw/references/D015-2017-cruezphysrevx7031057/paper,raw-not-distributed/D015-2017-cruezphysrevx7031057/paper.md,可追溯,,0
492,J. Jünemann,第一作者,academic/wiki/papers/D015-2017-cruezphysrevx7031057,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
493,A. Piga,作者,academic/wiki/papers/D015-2017-cruezphysrevx7031057,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
494,S.-J. Ran,作者,academic/wiki/papers/D015-2017-cruezphysrevx7031057,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
495,M. Lewenstein,作者,academic/wiki/papers/D015-2017-cruezphysrevx7031057,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
496,M. Rizzi,作者,academic/wiki/papers/D015-2017-cruezphysrevx7031057,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
497,A. Bermudez,作者,academic/wiki/papers/D015-2017-cruezphysrevx7031057,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
498,academic/wiki/papers/D015-2017-cruezphysrevx7031057,研究基础,梯子,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
499,academic/wiki/papers/D015-2017-cruezphysrevx7031057,研究基础,拓扑绝缘体,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
500,academic/wiki/papers/D015-2017-cruezphysrevx7031057,研究基础,相互作用,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
501,academic/wiki/papers/D015-2017-cruezphysrevx7031057,核心方法,大规模数值模拟,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
502,academic/wiki/papers/D015-2017-cruezphysrevx7031057,核心方法,激光辅助隧穿,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
503,academic/wiki/papers/D015-2017-cruezphysrevx7031057,核心创新点,合成Creutz-Hubbard梯子模型synthetic Creutz-Hubbard ladder model,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
504,academic/wiki/papers/D015-2017-cruezphysrevx7031057,核心创新点,非平衡Creutz梯子推广到AIII对称类nonequilibrium Creutz ladder generalization to AIII symmetry class,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
505,academic/wiki/papers/D015-2017-cruezphysrevx7031057,核心创新点,量子杂质物理语言刻画拓扑相变quantum impurity physics description of topological transitions,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
506,academic/wiki/papers/D015-2017-cruezphysrevx7031057,核心创新点,一维光晶格两内态超冷费米原子实验方案,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
507,academic/wiki/papers/D015-2017-cruezphysrevx7031057,未来展望,构建描述中心荷劈裂为两条临界线的有效量子场论,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
508,academic/wiki/papers/D015-2017-cruezphysrevx7031057,未来展望,研究不同填充下的Creutz-Hubbard模型寻找相互作用诱导拓扑相,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
509,academic/wiki/papers/D015-2017-cruezphysrevx7031057,对比方法,平均场论证,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
510,拓扑绝缘体,属于,对称类,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
511,梯子,属于,BDI对称类BDI symmetry class,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
512,模型,属于,BDI对称类BDI symmetry class,raw-not-distributed/D015-2017-cruezphysrevx7031057/wiki.md#semantic,可追溯,,0
513,合成Creutz-Hubbard梯子模型synthetic Creutz-Hubbard ladder model,包含,相互作用,raw-not-distributed/D015-2017-cruezphysrevx7031057/paper.md,推断,,0
514,合成Creutz-Hubbard梯子模型synthetic Creutz-Hubbard ladder model,包含,梯子,raw-not-distributed/D015-2017-cruezphysrevx7031057/paper.md,推断,,0
515,非平衡Creutz梯子推广到AIII对称类nonequilibrium Creutz ladder generalization to AIII symmetry class,包含,梯子,raw-not-distributed/D015-2017-cruezphysrevx7031057/paper.md,推断,,0
516,量子杂质物理语言刻画拓扑相变quantum impurity physics description of topological transitions,包含,KT,raw-not-distributed/D015-2017-cruezphysrevx7031057/paper.md,推断,,0
517,研究不同填充下的Creutz-Hubbard模型寻找相互作用诱导拓扑相,包含,相互作用,raw-not-distributed/D015-2017-cruezphysrevx7031057/paper.md,推断,,0
518,研究不同填充下的Creutz-Hubbard模型寻找相互作用诱导拓扑相,包含,梯子,raw-not-distributed/D015-2017-cruezphysrevx7031057/paper.md,推断,,0
531,academic/wiki/papers/D016-2018-kagome-chenxi,来源,academic/raw/references/D016-2018-kagome-chenxi/paper,raw-not-distributed/D016-2018-kagome-chenxi/paper.md,可追溯,,0
532,Xi Chen,第一作者,academic/wiki/papers/D016-2018-kagome-chenxi,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
533,Shi-Ju Ran,作者,academic/wiki/papers/D016-2018-kagome-chenxi,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
534,Tao Liu,作者,academic/wiki/papers/D016-2018-kagome-chenxi,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
535,Cheng Peng,作者,academic/wiki/papers/D016-2018-kagome-chenxi,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
536,Yi-Zhen Huang,作者,academic/wiki/papers/D016-2018-kagome-chenxi,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
537,Gang Su,作者,academic/wiki/papers/D016-2018-kagome-chenxi,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
538,academic/wiki/papers/D016-2018-kagome-chenxi,研究基础,spin-,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
539,academic/wiki/papers/D016-2018-kagome-chenxi,研究基础,量子自旋液体,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
540,academic/wiki/papers/D016-2018-kagome-chenxi,核心方法,无限投影纠缠对态,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
541,academic/wiki/papers/D016-2018-kagome-chenxi,核心方法,ODTNS,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
542,academic/wiki/papers/D016-2018-kagome-chenxi,核心方法,无限投影纠缠对态的簇更新,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
543,academic/wiki/papers/D016-2018-kagome-chenxi,核心方法,full update,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
544,academic/wiki/papers/D016-2018-kagome-chenxi,核心方法,TPDO,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
545,academic/wiki/papers/D016-2018-kagome-chenxi,核心创新点,APL,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
546,academic/wiki/papers/D016-2018-kagome-chenxi,核心创新点,h–T 平面有限温相图,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
547,academic/wiki/papers/D016-2018-kagome-chenxi,涉及,外磁场下自旋笼目海森堡反铁磁体有限温热力学,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
548,academic/wiki/papers/D016-2018-kagome-chenxi,对比方法,变分蒙特卡洛,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
549,academic/wiki/papers/D016-2018-kagome-chenxi,对比方法,DMRG,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
550,academic/wiki/papers/D016-2018-kagome-chenxi,对比方法,对称张量网络态,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
551,academic/wiki/papers/D016-2018-kagome-chenxi,对比方法,无限时间演化块,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
552,academic/wiki/papers/D016-2018-kagome-chenxi,对比方法,部分张量网络态方法,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
553,ODTNS,基于,张量网络,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
554,无限投影纠缠对态的簇更新,基于,Bethe 近似,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
555,full update,结合,无限时间演化块,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
556,APL,推广,spin-,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
557,APL,属于,h–T 平面相图,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
558,OH,紧密相关于,spin-,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
559,academic/wiki/papers/D016-2018-kagome-chenxi,局限性,团簇更新与完全更新存在精度-代价权衡,raw-not-distributed/D016-2018-kagome-chenxi/wiki.md#semantic,可追溯,,0
560,ODTNS,包含,张量网络,raw-not-distributed/D016-2018-kagome-chenxi/paper.md,推断,,0
561,对称张量网络态,包含,张量网络,raw-not-distributed/D016-2018-kagome-chenxi/paper.md,推断,,0
562,部分张量网络态方法,包含,张量网络,raw-not-distributed/D016-2018-kagome-chenxi/paper.md,推断,,0
563,APL,包含,液体,raw-not-distributed/D016-2018-kagome-chenxi/paper.md,推断,,0
580,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,来源,academic/raw/references/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/paper,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/paper.md,可追溯,,0
581,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,发表于,Phys. Rev. B,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
582,Shi-Ju Ran,第一作者,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
